OBJ,zipcode,date,time,race,sex,age,wound,is_officer_involved,is_offender_deceased,is_offender_injured,is_fatal
OBJ_11864413,19121,4/8/20,16-17,B,M,41,Multiple,N,N,N,0
OBJ_11864415,19121,4/8/20,16-17,B,M,28,Foot,N,N,N,0
OBJ_11864416,19132,5/20/20,13-14,B,M,24,Multiple,N,N,N,0
OBJ_11864417,19121,2/26/20,18-19,B,M,18,Multiple,N,N,N,1
OBJ_11864418,19132,2/27/20,2-Jan,B,M,55,Leg,N,N,N,0
OBJ_11864419,19121,3/1/20,19-20,B,M,20,Foot,N,N,N,0
OBJ_11864420,19121,3/2/20,5-Apr,B,M,25,head,N,N,N,1
OBJ_11864421,19121,3/2/20,5-Apr,B,M,25,Head,N,N,N,1
OBJ_11864422,19121,2/14/20,4-Mar,B,M,24,Multiple,N,N,N,0
OBJ_11864423,19122,2/19/20,15-16,B,M,23,foot,N,N,N,0
OBJ_11864424,19121,3/9/20,22-23,B,M,30,Multiple,N,N,N,1
OBJ_11864425,19121,3/13/20,0-1,B,M,25,Multiple,N,N,N,1
OBJ_11864426,19132,3/30/20,18-19,B,F,25,Multiple,N,N,N,0
OBJ_11864427,19132,3/30/20,18-19,B,F,14,Back,N,N,N,0
OBJ_11864428,19121,4/8/20,11-Oct,B,M,28,Head,N,N,N,1
OBJ_11864429,19121,3/15/20,13-14,B,M,0,Head,N,N,N,0
OBJ_11864430,19121,3/18/20,19-20,B,M,28,Head,N,N,N,1
OBJ_11864431,19123,5/23/20,20-21,B,M,46,Multiple,N,N,N,0
OBJ_11865026,19133,8/12/20,13-14,W,M,18,Hand,N,N,N,0
OBJ_11865027,19140,8/15/20,7-Jun,W,F,22,Multiple,N,N,N,0
OBJ_11865028,19140,8/15/20,7-Jun,W,F,30,Arm,N,N,N,0
OBJ_11865029,19140,8/18/20,23-24,W,F,26,Neck,N,N,N,1
OBJ_11865030,19120,8/19/20,13-Dec,W,M,34,Head,N,N,N,1
OBJ_11865031,19140,8/25/20,18-19,B,M,28,Multiple,N,N,N,0
OBJ_11865032,19132,8/25/20,21-22,B,M,24,Multiple,N,N,N,0
OBJ_11865033,19140,8/31/20,23-24,W,M,29,Neck,N,N,N,0
OBJ_11865034,19140,9/7/20,16-17,B,M,34,Multiple,N,N,N,0
OBJ_11865035,19140,9/19/20,4-Mar,W,M,30,Multiple,N,N,N,0
OBJ_11865036,19133,9/19/20,18-19,B,F,27,Leg,N,N,N,0
OBJ_11865037,19140,9/9/20,7-Jun,B,F,40,Multiple/Head,N,N,N,1
OBJ_11865038,19140,9/12/20,3-Feb,W,M,23,Abdomen,N,N,N,0
OBJ_11865039,19140,9/20/20,0-1,B,M,30,Chest,N,N,N,1
OBJ_11865040,19140,8/23/20,16-17,B,M,21,Leg,N,N,N,0
OBJ_11865041,19140,8/25/20,15-16,B,F,15,Multiple,N,N,N,0
OBJ_11865042,19140,10/4/20,4-Mar,B,M,29,Leg,N,N,N,0
OBJ_11865043,19140,9/12/20,3-Feb,B,M,26,Hand,N,N,N,0
OBJ_11865044,19120,9/12/20,14-15,W,M,30,Multiple,N,N,N,0
OBJ_11865045,19133,9/15/20,16-17,W,M,33,Leg,N,N,N,0
OBJ_11865046,19140,10/5/20,23-24,B,M,22,Head,N,N,N,0
OBJ_11865047,19140,9/17/20,14-15,B,M,21,Buttocks,N,N,N,0
OBJ_11865048,19140,10/8/20,6-May,B,M,19,Back,N,N,N,0
OBJ_11865049,19133,9/18/20,22-23,W,M,0,Multiple,N,N,N,0
OBJ_11865050,19140,9/20/20,0-1,B,M,36,Leg,N,N,N,0
OBJ_11865051,19120,10/11/20,2-Jan,W,M,38,Shoulder,N,N,N,0
OBJ_11865052,19140,9/20/20,19-20,B,M,37,Leg,N,N,N,0
OBJ_11863595,19142,9/26/20,16-17,B,F,29,Multiple,N,N,N,0
OBJ_11863596,19142,10/2/20,21-22,B,M,29,Arm,N,N,N,0
OBJ_11863597,19143,9/16/20,20-21,B,M,35,Multiple,N,N,N,0
OBJ_11863599,19142,9/24/20,13-Dec,B,M,32,Leg,N,N,N,0
OBJ_11863600,19143,9/25/20,18-19,B,M,39,Leg,N,N,N,0
OBJ_11863601,19143,9/25/20,18-19,B,M,29,Chest,N,N,N,0
OBJ_11863602,19143,9/30/20,15-16,B,M,20,Multiple,N,N,N,1
OBJ_11863603,19143,9/30/20,15-16,B,M,28,Multiple,N,N,N,0
OBJ_11863604,19143,10/3/20,20-21,B,M,29,Multiple,N,N,N,0
OBJ_11863605,19143,10/6/20,0-1,B,M,19,Multiple,N,N,N,1
OBJ_11863606,19142,10/6/20,15-16,B,M,34,Multiple/Head,N,N,N,1
OBJ_11863607,19143,11/11/20,11-Oct,B,M,21,Hip,N,N,N,0
OBJ_11863608,19142,10/8/20,15-16,B,M,30,Shoulder,N,N,N,0
OBJ_11863609,19142,10/8/20,20-21,B,M,20,Multiple,N,N,N,0
OBJ_11863610,19143,10/9/20,4-Mar,B,M,36,Leg,N,N,N,0
OBJ_11863611,19142,10/14/20,12-Nov,W,M,28,Multiple,N,N,N,0
OBJ_11863612,19142,10/14/20,19-20,B,M,32,Leg,N,N,N,0
OBJ_11863613,19142,10/14/20,19-20,B,M,40,Shoulder,N,N,N,0
OBJ_11863614,19142,10/14/20,19-20,B,M,32,Arm,N,N,N,0
OBJ_11863617,19142,10/11/20,13-14,B,M,20,Multiple,N,N,N,1
OBJ_11863618,19142,11/3/20,13-Dec,B,F,23,Chest,N,N,N,1
OBJ_11863619,19142,11/3/20,13-Dec,B,M,18,Leg,N,N,N,0
OBJ_11863620,19143,12/6/20,15-16,B,M,22,Head,N,N,N,0
OBJ_11863621,19142,10/19/20,20-21,B,F,34,Leg,N,N,N,0
OBJ_11864027,19139,11/2/20,17-18,B,M,15,Multiple,N,N,N,0
OBJ_11864028,19104,10/27/20,17-18,B,M,21,Multiple,N,N,N,0
OBJ_11864029,19104,11/17/20,2-Jan,B,M,23,Stomach,N,N,N,0
OBJ_11864030,19104,11/29/20,20-21,B,M,21,Multiple,N,N,N,0
OBJ_11864031,19139,12/4/20,18-19,B,M,23,Hand,N,N,N,0
OBJ_11864032,19104,12/15/20,18-19,B,M,40,Multiple,N,N,N,1
OBJ_11864033,19131,12/28/20,0-1,B,M,30,Multiple,N,N,N,1
OBJ_11864034,19131,12/28/20,0-1,B,F,27,Leg,N,N,N,0
OBJ_11864035,19139,11/6/20,23-24,B,M,31,Multiple,N,N,N,1
OBJ_11864038,19146,1/2/20,21-22,B,M,27,Back,N,N,N,0
OBJ_11864039,19146,2/6/20,6-May,B,M,31,Multiple,N,N,N,1
OBJ_11864040,19146,2/11/20,23-24,B,M,32,Leg,N,N,N,0
OBJ_11864041,19146,3/5/20,13-14,B,M,21,Multiple/Head,N,N,N,1
OBJ_11864042,19145,3/19/20,22-23,A,M,60,Shoulder,N,N,N,0
OBJ_11864043,19146,8/9/20,19-20,B,M,31,Multiple,N,N,N,0
OBJ_11864044,19146,8/9/20,19-20,B,F,43,Foot,N,N,N,0
OBJ_11864045,19146,8/9/20,15-16,B,M,11,Back,N,N,N,0
OBJ_11864046,19145,3/27/20,13-Dec,B,M,29,Multiple,N,N,N,0
OBJ_11864047,19146,3/29/20,20-21,B,M,27,Ankle,N,N,N,0
OBJ_11864048,19145,3/30/20,0-1,B,F,18,Buttocks,N,N,N,0
OBJ_11864049,19145,3/31/20,16-17,W,F,29,Chest,N,N,N,0
OBJ_11864050,19145,8/24/20,15-16,B,M,37,Head,N,N,N,1
OBJ_11864051,19145,3/31/20,16-17,B,F,33,Arm,N,N,N,0
OBJ_11864052,19146,4/12/20,23-24,B,M,46,Multiple/Head,N,N,N,1
OBJ_11864053,19146,4/30/20,16-17,B,M,45,Multiple,N,N,N,1
OBJ_11864432,19132,3/25/20,8-Jul,B,M,53,Multiple,N,N,N,0
OBJ_11864433,19132,3/28/20,0-1,B,M,0,Abdomen,N,N,N,0
OBJ_11864434,19121,3/30/20,3-Feb,B,M,21,Neck,N,N,N,0
OBJ_11864435,19132,3/30/20,13-Dec,B,M,22,Head,N,N,N,1
OBJ_11864436,19132,3/30/20,22-23,B,M,1,Buttocks,N,N,N,0
OBJ_11864437,19121,5/12/20,15-16,B,M,20,Back,N,N,N,0
OBJ_11864438,19132,3/30/20,18-19,B,F,18,Back,N,N,N,0
OBJ_11864439,19132,3/30/20,18-19,B,F,42,Arm,N,N,N,0
OBJ_11864440,19132,3/4/20,14-15,B,M,44,Multiple,N,N,N,1
OBJ_11864441,19121,3/4/20,21-22,B,M,22,Leg,N,N,N,0
OBJ_11864442,19132,4/24/20,15-16,B,F,13,Leg,N,N,N,0
OBJ_11864443,19121,4/24/20,19-20,B,M,20,Multiple,N,N,N,0
OBJ_11864444,19121,4/11/20,4-Mar,B,M,32,Multiple,N,N,N,0
OBJ_11864445,19132,5/5/20,15-16,B,M,32,Leg,N,N,N,0
OBJ_11864446,19121,4/12/20,11-Oct,B,M,30,Multiple,N,N,N,0
OBJ_11864447,19121,4/12/20,11-Oct,B,M,44,Leg,N,N,N,0
OBJ_11864448,19132,6/1/20,22-23,B,M,31,Multiple/Head,N,N,N,0
OBJ_11864449,19132,6/2/20,20-21,B,M,24,Multiple,N,N,N,0
OBJ_11864450,19121,6/2/20,12-Nov,B,M,45,Multiple,N,N,N,0
OBJ_11864451,19130,4/13/20,22-23,B,M,35,Multiple,N,N,N,0
OBJ_11864452,19121,6/7/20,14-15,B,M,21,Chest,N,N,N,1
OBJ_11864453,19121,6/7/20,18-19,B,M,23,Multiple,N,N,N,0
OBJ_11864454,19132,4/14/20,22-23,B,M,32,Multiple/Head,N,N,N,1
OBJ_11864455,19121,4/17/20,22-23,B,M,21,Multiple/Head,N,N,N,0
OBJ_11864456,19121,4/17/20,22-23,B,M,21,Arm,N,N,N,0
OBJ_11864457,19132,4/18/20,6-May,B,M,45,Multiple,N,N,N,0
OBJ_11864458,19121,4/18/20,18-19,B,M,16,Leg,N,N,N,0
OBJ_11864810,19134,9/25/20,21-22,B,M,22,Multiple,N,N,N,0
OBJ_11864811,19134,10/28/20,4-Mar,B,M,38,Multiple,N,N,N,0
OBJ_11864812,19134,9/26/20,8-Jul,B,M,23,Wrist,N,N,N,0
OBJ_11864813,19124,10/31/20,16-17,B,M,26,Chest,N,N,N,1
OBJ_11864814,19124,10/31/20,13-Dec,W,M,53,Leg,N,N,N,0
OBJ_11864815,19134,9/26/20,21-22,B,M,44,Leg,N,N,N,0
OBJ_11864816,19134,10/26/20,15-16,B,F,45,Arm,N,N,N,0
OBJ_11864817,19134,10/8/20,19-20,B,M,33,Multiple,N,N,N,0
OBJ_11864818,19134,10/11/20,0-1,B,M,19,Multiple,N,N,N,0
OBJ_11864819,19134,10/12/20,18-19,W,F,26,Head,N,N,N,1
OBJ_11864820,19134,11/4/20,18-19,B,M,19,Leg,N,N,N,0
OBJ_11864821,19134,11/4/20,18-19,B,M,44,Multiple,N,N,N,0
OBJ_11864822,19134,10/13/20,10-Sep,B,M,30,Leg,N,N,N,0
OBJ_11864823,19134,10/17/20,2-Jan,B,M,37,Multiple,N,N,N,0
OBJ_11864824,19134,10/18/20,15-16,B,M,21,Hand,N,N,N,0
OBJ_11864825,19134,10/18/20,23-24,W,M,29,Leg,N,N,N,0
OBJ_11864826,19134,10/19/20,2-Jan,B,M,34,Leg,N,N,N,0
OBJ_11864827,19134,10/19/20,15-16,W,M,24,Arm,N,N,N,0
OBJ_11864828,19134,10/19/20,15-16,W,M,24,Multiple/Head,N,N,N,0
OBJ_11864829,19134,10/20/20,2-Jan,B,M,38,Leg,N,N,N,0
OBJ_11864830,19134,10/21/20,19-20,B,M,28,Groin,N,N,N,0
OBJ_11864831,19134,10/20/20,17-18,W,M,18,Back,N,N,N,0
OBJ_11864832,19124,11/1/20,19-20,W,M,33,Foot,N,N,N,0
OBJ_11864833,19124,10/27/20,6-May,W,M,29,Neck,N,N,N,0
OBJ_11864834,19134,10/27/20,17-18,B,M,18,Arm,N,N,N,0
OBJ_11864835,19134,10/27/20,21-22,B,F,15,Leg,N,N,N,0
OBJ_11864836,19134,10/27/20,21-22,B,M,29,Multiple/Head,N,N,N,0
OBJ_11863622,19142,10/19/20,20-21,B,M,38,Hand,N,N,N,0
OBJ_11863623,19153,10/24/20,21-22,B,M,21,Head,N,N,N,1
OBJ_11863624,19143,10/28/20,11-Oct,B,M,39,Leg,N,N,N,0
OBJ_11863625,19143,11/9/20,19-20,B,M,45,Chest,N,N,N,1
OBJ_11863626,19143,11/9/20,19-20,B,M,38,Chest,N,N,N,0
OBJ_11863627,19143,10/29/20,19-20,B,M,27,Chest,N,N,N,0
OBJ_11863628,19153,11/10/20,14-15,B,M,19,Multiple,N,N,N,0
OBJ_11863629,19142,11/10/20,15-16,B,M,32,Multiple,N,N,N,0
OBJ_11863630,19143,11/11/20,11-Oct,B,M,16,Head,N,N,N,0
OBJ_11863631,19142,11/15/20,4-Mar,B,M,27,Hand,N,N,N,0
OBJ_11863632,19142,12/19/20,16-17,B,M,19,Multiple/Head,N,N,N,0
OBJ_11863633,19142,11/16/20,15-16,B,M,31,Multiple,N,N,N,0
OBJ_11863634,19142,11/20/20,12-Nov,B,M,32,Stomach,N,N,N,0
OBJ_11863635,19143,11/22/20,20-21,B,M,21,Head,N,N,N,1
OBJ_11863636,19143,11/22/20,20-21,B,M,21,Multiple,N,N,N,0
OBJ_11863637,19143,11/22/20,20-21,B,M,25,Stomach,N,N,N,0
OBJ_11863639,19142,11/5/20,18-19,B,M,17,Leg,N,N,N,0
OBJ_11863640,19142,11/6/20,8-Jul,B,F,58,Multiple,N,N,N,1
OBJ_11863641,19143,11/25/20,2-Jan,B,M,21,Head,N,N,N,1
OBJ_11863642,19143,11/28/20,16-17,B,M,22,Arm,N,N,N,0
OBJ_11863643,19138,1/3/20,0-1,B,M,37,Shoulder,N,N,N,1
OBJ_11863644,19143,12/12/20,20-21,B,M,25,Chest,N,N,N,1
OBJ_11863645,19143,12/15/20,17-18,B,M,25,Shoulder,N,N,N,0
OBJ_11863646,19143,12/18/20,5-Apr,B,M,54,Multiple,N,N,N,0
OBJ_11863647,19143,12/18/20,5-Apr,B,M,51,Multiple,N,N,N,0
OBJ_11863648,19143,12/18/20,5-Apr,B,M,23,Leg,N,N,N,0
OBJ_11864054,19146,5/9/20,15-16,B,M,16,Leg,N,N,N,0
OBJ_11864055,19121,5/14/20,14-15,B,M,40,Buttocks,N,N,N,0
OBJ_11864056,19146,5/28/20,23-24,B,F,52,Leg,N,N,N,0
OBJ_11864057,19146,5/18/20,16-17,B,M,25,Chest,N,N,N,0
OBJ_11864058,19146,5/28/20,23-24,B,M,22,Leg,N,N,N,0
OBJ_11864059,19146,5/28/20,23-24,B,M,18,Leg,N,N,N,0
OBJ_11864060,19145,10/5/20,14-15,B,M,27,Multiple,N,N,N,1
OBJ_11864061,19145,10/5/20,15-16,B,M,20,Multiple,N,N,N,0
OBJ_11864062,19146,7/3/20,19-20,B,M,24,Multiple/Head,N,N,N,1
OBJ_11864063,19146,7/5/20,12-Nov,B,M,27,Multiple/Head,N,N,N,1
OBJ_11864064,19146,7/5/20,15-16,W,M,30,Back,N,N,N,0
OBJ_11864065,19145,7/14/20,20-21,B,M,24,Abdomen,N,N,N,0
OBJ_11864066,19146,8/20/20,12-Nov,B,M,26,Multiple,N,N,N,0
OBJ_11864067,19145,11/10/20,12-Nov,B,M,30,Stomach,N,N,N,0
OBJ_11864068,19146,9/1/20,13-14,B,M,42,Leg,N,N,N,0
OBJ_11864069,19146,7/11/20,20-21,B,M,25,Back,N,N,N,0
OBJ_11864070,19145,7/12/20,20-21,B,M,21,Multiple,N,N,N,0
OBJ_11864071,19145,7/13/20,18-19,B,M,26,Groin,N,N,N,0
OBJ_11864072,19146,7/11/20,20-21,B,M,19,Unknown,N,N,N,0
OBJ_11864073,19146,7/21/20,19-20,B,M,27,Chest,N,N,N,1
OBJ_11864074,19146,12/15/20,15-16,B,M,42,Multiple/Head,N,N,N,0
OBJ_11864075,19146,7/25/20,19-20,B,M,27,Leg,N,N,N,0
OBJ_11864077,19145,8/10/20,17-18,W,M,45,Leg,N,N,N,0
OBJ_11864078,19145,8/15/20,20-21,B,M,24,Multiple,N,N,N,0
OBJ_11864079,19146,8/15/20,21-22,B,M,22,Multiple/Head,N,N,N,1
OBJ_11864080,19145,9/2/20,20-21,B,M,17,Multiple/Head,N,N,N,1
OBJ_11864459,19133,5/29/20,22-23,B,F,17,Abdomen,N,N,N,0
OBJ_11864460,19133,5/29/20,22-23,B,M,33,Head,N,N,N,0
OBJ_11864461,19133,5/1/20,0-1,B,M,43,Head,N,N,N,1
OBJ_11864462,19132,5/4/20,0-1,B,M,27,Head,N,N,N,1
OBJ_11864463,19121,5/29/20,0-1,B,M,31,Multiple,N,N,N,1
OBJ_11864464,19132,5/6/20,15-16,B,M,19,Multiple,N,N,N,0
OBJ_11864465,19121,5/6/20,23-24,B,M,19,Leg,N,N,N,0
OBJ_11864466,19121,5/6/20,23-24,B,M,17,Multiple,N,N,N,0
OBJ_11864467,19121,5/6/20,23-24,B,M,18,Multiple,N,N,N,0
OBJ_11864468,19132,5/6/20,22-23,B,M,22,Multiple,N,N,N,0
OBJ_11864469,19132,5/10/20,17-18,B,M,38,Arm,N,N,N,0
OBJ_11864470,19132,5/18/20,15-16,B,M,80,Shoulder,N,N,N,0
OBJ_11864471,19132,5/25/20,20-21,B,M,38,Leg,N,N,N,0
OBJ_11864472,19132,10/28/20,3-Feb,B,M,20,Multiple,N,N,N,1
OBJ_11864473,19133,5/29/20,0-1,B,M,27,Multiple,N,N,N,0
OBJ_11864474,19133,5/29/20,22-23,B,F,15,Leg,N,N,N,0
OBJ_11864475,19132,6/17/20,2-Jan,B,M,44,Hand,N,N,N,0
OBJ_11864476,19132,6/19/20,23-24,B,M,32,Leg,N,N,N,0
OBJ_11864477,19121,5/31/20,14-15,B,M,22,Multiple,N,N,N,0
OBJ_11864478,19132,5/31/20,16-17,B,M,30,Multiple,N,N,N,1
OBJ_11864480,19121,6/7/20,20-21,B,M,28,Arm,N,N,N,0
OBJ_11864481,19121,7/16/20,11-Oct,B,F,25,Head,N,N,N,1
OBJ_11864482,19121,6/13/20,0-1,W,F,23,Leg,N,N,N,0
OBJ_11864483,19123,6/14/20,22-23,B,M,39,Leg,N,N,N,0
OBJ_11864484,19132,6/15/20,21-22,B,M,43,Chest,N,N,N,1
OBJ_11864485,19130,6/16/20,0-1,B,M,29,Head,N,N,N,0
OBJ_11864918,19134,2/7/20,18-19,B,M,25,Stomach,N,N,N,0
OBJ_11864919,19140,2/8/20,0-1,B,M,24,Head,N,N,N,0
OBJ_11864920,19134,2/14/20,0-1,B,M,31,Multiple,N,N,N,1
OBJ_11864921,19140,2/17/20,20-21,W,M,35,Head,N,N,N,0
OBJ_11864922,19140,2/18/20,17-18,W,M,35,leg,N,N,N,0
OBJ_11864923,19133,2/25/20,17-18,W,M,24,Multiple,N,N,N,0
OBJ_11864924,19120,3/7/20,13-14,W,M,19,Arm,N,N,N,0
OBJ_11864925,19140,3/10/20,20-21,B,M,24,Multiple,N,N,N,0
OBJ_11864926,19140,3/10/20,20-21,B,M,21,Multiple,N,N,N,0
OBJ_11864927,19140,3/11/20,14-15,B,M,19,leg,N,N,N,0
OBJ_11864928,19133,3/14/20,0-1,B,M,26,Multiple/Head,N,N,N,1
OBJ_11864929,19120,3/16/20,20-21,B,M,37,Arm,N,N,N,0
OBJ_11864930,19140,3/18/20,21-22,B,M,28,Multiple,N,N,N,0
OBJ_11864931,19140,3/18/20,17-18,W,M,24,Multiple,N,N,N,1
OBJ_11864932,19140,3/15/20,2-Jan,B,M,43,Leg,N,N,N,0
OBJ_11864933,19134,3/19/20,13-Dec,W,F,53,Multiple/Head,N,N,N,1
OBJ_11864934,19140,5/14/20,14-15,B,M,51,Abdomen,N,N,N,0
OBJ_11864935,19134,3/19/20,13-Dec,W,F,23,Multiple,N,N,N,0
OBJ_11864936,19140,3/22/20,13-Dec,W,M,29,Multiple,N,N,N,0
OBJ_11864937,19120,3/27/20,20-21,B,M,30,Multiple,N,N,N,0
OBJ_11864938,19140,3/15/20,19-20,B,M,24,Arm,N,N,N,0
OBJ_11864939,19134,4/14/20,19-20,B,F,32,Leg,N,N,N,0
OBJ_11864940,19133,4/14/20,15-16,B,M,27,Arm,N,N,N,0
OBJ_11864941,19132,4/17/20,20-21,B,M,23,Shoulder,N,N,N,0
OBJ_11864942,19133,4/18/20,15-16,W,M,22,Back,N,N,N,1
OBJ_11864943,19133,4/20/20,19-20,B,M,48,Multiple,N,N,N,0
OBJ_11864944,19133,4/20/20,10-Sep,W,M,30,Multiple,N,N,N,0
OBJ_11863649,19143,12/18/20,5-Apr,B,F,43,Stomach,N,N,N,0
OBJ_11863650,19153,12/19/20,17-18,B,M,17,Stomach,N,N,N,0
OBJ_11863651,19143,12/21/20,17-18,B,M,22,Buttocks,N,N,N,0
OBJ_11863652,19142,12/25/20,15-16,B,M,37,Leg,N,N,N,0
OBJ_11863653,19142,11/30/20,20-21,B,M,18,Multiple/Head,N,N,N,0
OBJ_11863654,19143,12/1/20,17-18,B,M,29,Leg,N,N,N,0
OBJ_11863655,19142,12/12/20,20-21,A,M,30,Leg,N,N,N,0
OBJ_11863656,19143,11/24/20,16-17,B,M,25,Multiple/Head,N,N,N,0
OBJ_11863657,19142,12/12/20,17-18,B,M,40,Multiple,N,N,N,0
OBJ_11863658,19143,12/13/20,2-Jan,B,M,33,Multiple,N,N,N,1
OBJ_11863659,19143,12/12/20,15-16,B,F,30,Chest,N,N,N,0
OBJ_11863660,19143,12/12/20,11-Oct,B,M,24,Chest,N,N,N,0
OBJ_11863661,19144,1/3/20,3-Feb,B,M,18,Hand,N,N,N,0
OBJ_11863662,19144,1/12/20,16-17,B,M,26,Arm,N,N,N,0
OBJ_11863663,19144,1/12/20,16-17,B,M,1,Head,N,N,N,0
OBJ_11863664,19153,12/27/20,4-Mar,B,M,18,Multiple,N,N,N,1
OBJ_11863665,19142,12/27/20,16-17,B,M,20,Head,N,N,N,1
OBJ_11863666,19142,12/27/20,16-17,B,M,33,Abdomen,N,N,N,0
OBJ_11863667,19143,12/28/20,9-Aug,B,M,15,Head,N,N,N,1
OBJ_11863668,19143,12/28/20,13-14,B,M,21,Multiple/Head,N,N,N,1
OBJ_11863669,19144,3/29/20,14-15,B,M,22,Multiple/Head,N,N,N,1
OBJ_11863670,19142,12/31/20,15-16,B,M,29,Leg,N,N,N,0
OBJ_11863671,19138,1/13/20,12-Nov,B,M,19,Multiple,N,N,N,1
OBJ_11863672,19138,1/14/20,15-16,B,M,23,Multiple,N,N,N,0
OBJ_11863673,19144,1/15/20,21-22,B,M,58,Leg,N,N,N,0
OBJ_11863674,19119,4/17/20,22-23,B,M,45,Multiple,N,N,N,1
OBJ_11863675,19138,1/17/20,13-14,B,M,26,Head,N,N,N,1
OBJ_11864081,19145,9/2/20,20-21,B,M,17,Multiple/Head,N,N,N,1
OBJ_11864082,19145,9/2/20,20-21,B,M,19,Ankle,N,N,N,0
OBJ_11864083,19145,9/2/20,20-21,B,M,17,Arm,N,N,N,0
OBJ_11864084,19145,9/11/20,17-18,B,M,32,Multiple,N,N,N,0
OBJ_11864085,19146,9/15/20,22-23,B,M,31,Multiple/Head,N,N,N,1
OBJ_11864086,19146,9/17/20,16-17,B,M,26,Multiple,N,N,N,0
OBJ_11864087,19139,2/24/20,17-18,B,M,39,Multiple,N,N,N,1
OBJ_11864088,19139,2/24/20,13-Dec,B,M,31,chest,N,N,N,0
OBJ_11864089,19146,9/18/20,17-18,B,M,21,Multiple,N,N,N,0
OBJ_11864090,19146,10/17/20,20-21,B,M,30,Abdomen,N,N,N,0
OBJ_11864091,19145,10/20/20,16-17,B,M,19,Leg,N,N,N,0
OBJ_11864092,19146,10/21/20,20-21,B,M,32,Chest,N,N,N,0
OBJ_11864093,19146,11/5/20,19-20,B,M,18,Arm,N,N,N,0
OBJ_11864094,19145,11/8/20,21-22,B,M,27,Shoulder,N,N,N,0
OBJ_11864095,19145,12/11/20,23-24,B,M,23,Groin,N,N,N,0
OBJ_11864096,19145,11/13/20,16-17,B,M,13,Foot,N,N,N,0
OBJ_11864097,19145,11/13/20,16-17,B,F,14,Arm,N,N,N,0
OBJ_11864098,19139,5/12/20,11-Oct,B,M,30,Stomach,N,N,N,0
OBJ_11864099,19145,11/13/20,16-17,B,F,15,Multiple,N,N,N,0
OBJ_11864100,19146,11/27/20,19-20,B,M,47,Head,N,N,N,1
OBJ_11864101,19146,12/3/20,20-21,B,M,19,Shoulder,N,N,N,0
OBJ_11864102,19145,12/16/20,23-24,B,M,30,Head,N,N,N,1
OBJ_11864103,19146,2/19/20,20-21,B,M,29,Multiple,N,N,N,1
OBJ_11864104,19139,12/31/19,0-1,B,M,19,Leg,N,N,N,0
OBJ_11864105,19139,1/9/20,13-14,B,M,20,head,N,N,N,0
OBJ_11864106,19139,1/11/20,14-15,B,M,27,Head,N,N,N,1
OBJ_11864107,19143,1/13/20,15-16,B,M,28,Multiple,N,N,N,0
OBJ_11864486,19123,6/16/20,11-Oct,B,M,28,Multiple,N,N,N,0
OBJ_11864487,19121,6/22/20,3-Feb,B,M,26,Multiple,N,N,N,0
OBJ_11864488,19132,6/22/20,20-21,B,M,36,Multiple,N,N,N,0
OBJ_11864489,19123,6/22/20,20-21,B,M,15,Leg,N,N,N,0
OBJ_11864490,19123,6/22/20,20-21,B,M,15,Leg,N,N,N,0
OBJ_11864491,19132,6/30/20,21-22,B,M,25,LEG,N,N,N,0
OBJ_11864492,19132,6/30/20,21-22,B,M,27,CHEST,N,N,N,0
OBJ_11864493,19132,7/7/20,18-19,B,M,51,Arm,N,N,N,0
OBJ_11864494,19133,7/9/20,0-1,B,M,24,Hand,N,N,N,0
OBJ_11864495,19132,7/9/20,0-1,B,M,64,Leg,N,N,N,0
OBJ_11864496,19121,7/14/20,19-20,B,M,20,Head,N,N,N,1
OBJ_11864497,19121,7/14/20,23-24,B,M,25,Arm,N,N,N,0
OBJ_11864498,19121,6/25/20,0-1,B,M,44,MULTI,N,N,N,0
OBJ_11864499,19132,6/26/20,19-20,B,M,26,LEG,N,N,N,0
OBJ_11864500,19132,6/26/20,19-20,B,M,43,ABDOMEN,N,N,N,0
OBJ_11864501,19123,8/9/20,17-18,B,M,22,Abdomen,N,N,N,0
OBJ_11864502,19121,7/1/20,14-15,B,M,67,Head,N,N,N,1
OBJ_11864503,19122,7/2/20,2-Jan,B,M,20,Leg,N,N,N,0
OBJ_11864504,19121,7/3/20,2-Jan,B,M,30,Chest,N,N,N,1
OBJ_11864505,19132,7/5/20,16-17,B,M,43,Multiple/Head,N,N,N,1
OBJ_11864506,19132,8/14/20,21-22,B,M,17,Chest,N,N,N,1
OBJ_11864507,19132,7/7/20,18-19,B,M,31,Leg,N,N,N,0
OBJ_11864508,19121,7/31/20,21-22,B,F,32,Head,N,N,N,1
OBJ_11864509,19121,7/31/20,21-22,B,M,26,0,N,N,N,0
OBJ_11864511,19121,7/27/20,23-24,B,M,27,Multiple/Head,N,N,N,0
OBJ_11864512,19121,7/31/20,21-22,B,M,26,0,N,N,N,0
OBJ_11865053,19140,8/28/20,21-22,B,M,41,Abdomen,N,N,N,0
OBJ_11865054,19140,8/29/20,2-Jan,B,M,59,0,N,N,N,0
OBJ_11865055,19140,9/1/20,17-18,W,M,21,Chest,N,N,N,0
OBJ_11865056,19140,9/23/20,23-24,W,F,23,Stomach,N,N,N,0
OBJ_11865057,19133,9/7/20,15-16,W,M,23,Leg,N,N,N,0
OBJ_11865058,19140,10/2/20,0-1,B,M,39,Multiple,N,N,N,0
